id,latitude,longitude,source_ref,alt_name,local_ref,wikipedia,icao,wikidata,addr:housenumber,name:fr,addr:state,name:en,type,ref,gnis:feature_type,landuse,ele,gnis:feature_id,operator:type,addr:postcode,gnis:created,military,addr:city,website,name,source,note,name:ru,phone,gnis:county_name,addr:street,operator
163424971,-25.5183312,-56.4076758,,,,,SGOV,,,,,,,,,,,,,,,,,,Aeropuerto de Coronel Oviedo,ourairports.com,,,,,,
163452709,42.231837,24.2448446,,,,,,,,,,Yunatsite Airstrip,,,,,,,,,,,,,Юнаците,Bing,,,,,,
163521765,33.8535905,-79.7670994,,Cliff J Evans Field,,,,Q14709531,,,,,,51J,,,,,public,,,,,,Lake City Municipal Airport,"Bing, personal knowledge",,,,,,Town of Lake City
163570940,-5.7247326,112.6796797,,,,id:Bandar Udara Harun Thohir,WARW,Q25469386,,,,Harun Thohir Airport,,,,,,,,,,,,,Bandar Udara Harun Thohir,,,,,,,PT Angkasa Pura I
163582514,-6.9856853,107.5711673,,,,id:Pangkalan Udara Sulaiman,WICK,Q18821729,,,,Sulaiman Airfield,,,,military,,,,,,airfield,,,Pangkalan Udara Sulaiman,ourairports.com,,,,,,
163615539,6.7150758,-1.5906807,,Kumasi Airport,,en:Prempeh I International Airport,DGSI,Q1877066,,,,,,,,,287.1,,,,,,,,Prempeh I International Airport,,,,,,,
163628058,-6.5407653,106.7577231,,,,id:Pangkalan TNI Angkatan Udara Atang Senjaya,WIHJ,Q19730186,,,,,,,,military,,,,,,airfield,,,Pangkalan Udara Atang Senjaya,ourairports.com;tni-au.mil.id,,,,,,
163692133,37.1212011,-92.3109824,,,,,,Q35282372,,,,,,,,,,758822,,,,,,,Mountain Grove Memorial Airport,Bing,,,,,,
163714636,27.7920107,99.6782239,,,,,ZPDQ,,,,,,,DIG,,,,,,,,,,,迪庆香格里拉机场,bing,,,,,,
163717459,40.4733019,50.0468884,,Heydər Əliyev adına beynəlxalq aeroportu,,az:Heydər Əliyev adına Beynəlxalq hava Limanı,UBBB,Q386864,,,,Heydar Aliyev International Airport,,,,,3,,,,,,,https://www.airportbaku.com/,Heydər Əliyev Beynəlxalq Aeroportu (GYD),wikipedia,,Международный Аэропорт Баку им. Гейдара Алиева (GYD),+994 12 497 27 27,,,Government
163719975,45.1278817,-87.6386535,,,,,KMNM,Q27308800,,,,,,,,,,,,,,,,,Menominee-Marinette Airport,Bing,,,,,,
163787957,26.6768547,100.2445009,,,,en:Lijiang Sanyi International Airport,ZPLJ,Q1431877,,,,Lijiang Sanyi International Airport,,,,,2240,,,,,,,https://www.yunnanexplorer.com/transport/,丽江三义国际机场,,,,,,,云南机场集团
164013753,35.9881187,-113.8170176,geonames.usgs.gov,,,en:Grand Canyon West Airport,,Q3913677,,,AZ,,,,,,1450,45406,,,,,,https://www.grandcanyonwest.com/,Grand Canyon West Airport,,,,,,,Hualapai Indian Tribe
164016759,44.6976563,10.6637547,,,RE01,it:Aeroporto di Reggio Emilia,LIDE,Q3606090,,,,,,,,,,,,,,,,,Aeroporto Tricolore Ferdinando Bonazzi,,,,,,,Aeroporto Reggio Emilia S.r.l.
164058691,52.4353186,-0.1273285,,,,,,Q7275648,,,,,,,,brownfield,,,,,,airfield,,,RAF Upwood,,,,,,,
164089505,54.7633742,73.311791,,,,,,,,,,,,,,,,,,,,,,,Аэродром Калачево,,,,,,,
164125666,53.637934,-6.880133,,Athboy aerodrome,,en:Athboy Aerodrome,EIMH,Q2902547,,,,,,,,,70,,,,,,,https://www.ballyboyairfield.com/,Ballyboy Airfield,Bing,Boundary roughly sketched from photo / landsat,,,,,
164125667,51.6772817,-9.4866961,,,,en:Bantry Aerodrome,EIBN,Q2788471,,,,,public,,,,,,,,,,,,Bantry Aerodrome,extrapolation,,,,,,
164125701,44.0739614,-93.5521287,geonames.usgs.gov,,,,KACQ,Q7971382,35493,,MN,,,,,,341,660461,,56093,,,Waseca,,Waseca Municipal Airport,,,,,,110th Street,
164200210,54.1408926,19.4218816,,,,pl:Lotnisko Elbląg,EPEL,Q11762711,,,,,,,,,,,,,,,,,Lotnisko Elbląg,,,Аэропорт Эльблонг,,,,Aeroklub Elbląski
164242323,64.9316726,-14.0473502,,,,en:Fáskrúðsfjörður Airport,BIFF,Q17510148,,,,Fáskrúðsfjörður Airport,,,,,,,,,,,,,Fáskrúðsfjarðarflugvöllur,ourairports.com,,,,,,
164366352,49.8550328,18.4352102,,,,,,,,,,,,,,,,,,,,,,,Letiště Orlová,,,,,,,
164369677,47.7530639,9.8652185,,,,,,,,,,,,,,,,,,,,,Kißlegg,,Segelflugplatz Wangen (Wallmusried),,,,,,,
164434642,50.6443678,13.1293932,,Verkehrslandeplatz Großrückerswalde,,,EDAG,Q20462533,,,,,,,,,,,,,,,,http://www.fliegen-im-erzgebirge.de/,Flugplatz Großrückerswalde,,,,,,,
164435577,29.6365363,105.7738923,,,,zh:大足登雲橋機場,,Q35251479,,,,Dazu Air Base,,,,military,,,,,,,,,大足登云桥机场,,,,,,,
164470458,40.4951102,49.9747714,,,,en:Zabrat Airport,UBTT,Q16904251,,,,,,,,,,,,,,,,,Zabrat Aeroportu,,,,,,,
164491897,-25.3548686,-57.2530972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164568702,25.2486572,87.0116867,,,,,,,,,,,,,,,,,,,,,,,Bhagalpur Airfield,,,,,,,
164685220,39.9371606,-3.5005097,,,,,LEOC,Q5659337,,,,,,,,,730,,,,,,,,Aeródromo de Ocaña,ourairports.com,,,,,,
164757893,41.1050491,15.8763502,,,PZ01; PZLAV,,,,,,,,,,,,151,,,,,,Lavello,,Aviosuperficie Falcone,,,,,,,
164761992,38.8056831,-94.9539276,geonames.usgs.gov,,,,,Q3275763,,,KS,,,K34,,,312,479548,public,,,,,,Gardner Municipal Airport,,,,,,,City of Gardner
164854496,30.8013304,108.4349081,,,,,ZUWX,,,,,Wanzhou Wuqiao Airport,,,,,,,,,,,,,万州五桥机场,ourairports.com,,,,,,
164963463,59.7303282,62.9468422,,,,,,,,,,,,,,,,,,,,,,,Аэродром Пуксинка,,,,,,,
164966265,48.8225108,13.36741,,,,,EDNF,Q51772338,,,,,,,,,,,,,,,,http://ednf.miex.cc/,Flugplatz Elsenthal-Grafenau,,,,,,,
165012716,54.7755966,69.1856044,,,,,UACP,,,,,Petropavl International Airport,public,,,,126,,,,,,,,Петропавл халықаралық әуежайы,,,Международный аэропорт Петропавловск,,,,
165136063,54.4184128,17.7696623,,,,,EPCE,Q20466991,,,,,,,,military,153.9,,,84-312,,airfield,,,44 Baza Lotnictwa Morskiego Cewice,,,,+48 261 252 030,,,
165274777,-24.1513063,-59.2751805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165290883,-24.1538022,-59.1881937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165351347,45.6932574,-85.5687367,,,,en:Beaver Island Airport,KSJX,Q1654898,,,MI,,,KSJX,,,203,1624138,public,,,,,,Beaver Island Airport,,,,,,,
165361059,48.9981607,-95.9817625,geonames.usgs.gov,,,en:Piney Pinecreek Border Airport,K48Y,Q7195627,,,MN,,,,,,325,660355,,,,,,,Piney Pinecreek Border Airport,,,,,,,
165362648,38.4484531,-90.2316138,geonames.usgs.gov,,,,,Q61667551,,,IL,,,,,,124,427177,,,,,,,Sackman Field,,,,,,,
165412052,50.9622461,-118.1847534,,,,en:Revelstoke Airport,CYRV,Q3912634,,,,,,YRV,,,445,,,,,,,,Revelstoke Airport,,,,,,,
165449214,49.5945162,3.6325571,,,,fr:Aérodrome de Laon - Chambry,LFAF,Q2875508,,,,,,,,,,,,,,,,,Aérodrome de Laon - Chambry,ourairports.com,,,,,,
165458495,55.8899193,10.6143755,,,,da:Samsø Flyveplads,EKSS,Q12694806,,,,,,,,,,,,,,,,,Samsø Flyveplads,,,,,,,Samsø Air Service
165462233,15.120378,145.7290087,geonames.usgs.gov,Francisco C. Ada/Saipan International Airport,,en:Saipan International Airport,PGSN,Q1257667,,,MP,,,,,,65.53,1390586,public,,,,,https://www.cpa.gov.mp/spnapt.asp,Saipan International Airport,Wikipedia;USGS GNIS,,,+1 670 237 6500,,,Commonwealth Ports Authority
165471560,45.4821013,-85.7805614,,,,,,Q61673581,,,,,,,,,,,,,,,,,North Fox Island Airstrip,Bing,,,,,,
165487344,48.4028158,13.4487227,,,,,LOLS,Q16899837,,,,,,,,,326,,,,,,,,Flugplatz Schärding-Suben,,,,,,,
165618190,28.0226129,115.5495635,,,,,,Q114414211,,,,Zhangshu Air Base,,,,military,,,,,,,,,樟树空军基地,ourairports.com,,,,,,
165621971,34.2632814,-116.8558901,,,,en:Big Bear City Airport,,Q619653,,,,,,L35,,,6752',1653263,,,,,,,Big Bear City Airport,FAA,,,+1 909 585 3219,,,Big Bear Airport Dist
165632150,35.9744291,-115.1365289,geonames.usgs.gov,,,,KHND,Q3887513,,,NV,,,,,,739,864082,,,,,,,Henderson Executive Airport,,,,,,,
165801694,-26.8702036,26.7193383,,P.C. Pelser Airport,,,FAKD,Q20460447,,,,,,,,,,,,,,,,,Klerksdorp Airport,bing,,,,,,
165803719,-30.0215928,28.1971297,,,,,FXNK,Q17108573,,,,,,,,,,,,,,,,,Nkaus Airport,bing,,,,,,
165830690,-4.9790103,-38.9871687,,,,,SNQX,,,,,Quixadá Airport,,,,,,,,,,,,,Aeroporto de Quixadá,ourairports.com,,,,,,
165852510,41.6380664,-91.5513961,geonames.usgs.gov,,,en:Iowa City Municipal Airport,KIOW,Q3014972,,,IA,Iowa City Municipal Airport,public,,,,202,466827,,,,,,,Iowa City Municipal Airport,wikipedia,,,,,,Jet Air Inc
165886115,-24.3754074,-59.17294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165929810,-24.1343698,-59.3133348,,,,,,,,,,,,,,meadow,,,,,,,,,,,,,,,,
165951233,-23.8854186,-59.0284013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165951657,-25.4734816,28.289439,,,,,FAFW,,,,,,,,,,,,,,,,,,Freeway Airport,bing,,,,,,
165951659,-25.833123,29.1937275,,,,,FAWI,Q12695590,,,,,,,,,,,,,,,,,Witbank Airport,bing,,,,,,
165955438,-23.9374276,-59.0842825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165956579,34.5790666,-117.1872828,geonames.usgs.gov,,,en:Apple Valley Airport (California),KAPV,Q4532271,,,CA,,public,,,,924,1653223,,,,,,,Apple Valley Airport,bing_imagery_0.25m_201005;FAA;wikipedia,,,+1 760 247 2371,,,County Of San Bernardino
165997569,-25.3883936,-49.4092738,,,,,,,,,,,,,,,,,,,,,,,Clube Fenix de Aeromodelismo,,,,,,,
166012765,43.5964839,79.4280523,,,,,UAAM,,,,,,,,,,,,,,,,,,Шонжы,,,Чунджа,,,,
166020871,26.4828082,87.2635814,,,,,VNVT,Q598652,,,,Biratnagar Airport,,,,,72,,,,,,,,Biratnagar Airport,,,,,,,
166091810,-33.8116437,19.9111145,,,,,FARS,Q7352086,,,,,,,,,,,,,,,,,Robertson Aerodrome,bing+gps,,,,,,
166097580,-22.448566,29.3374263,,Venetia Airport,,,FAVM,Q12695465,,,,,,,,,,,,,,,,,Venetia Mine Airport,bing,,,,,,
166119027,12.3110524,122.0797495,,Tugdan Airport,,en:Tugdan Airport,RPVU,Q6588132,,,,Tablas Airport,,,,,,,,5509,,,Alcantara,,Tablas Airport,,,,,,,
166134959,56.2191971,43.597279,,,,,UWGI,,,,,,,,,,,,,,,,,,Бабино,,,,,,,
166134960,56.1906773,43.0827472,,,,,UWGO,,,,,Okhlopkovo,,,,,75,,,,,,,http://www.ohlopkovo.ru/,Охлопково,,,,,,,
166144099,44.3312579,86.1165302,,,,,,,,,,,,,,,,,,,,,,,山丹湖通用航空机场 شىخېزى كونا ئايرودرومى,,,,,,,
166164837,51.5544388,-0.4180208,,,,en:RAF Northolt,EGWU,Q106119,,,,,,NHT,,military,,,,,,airfield,,,RAF Northolt,,,,,,,Royal Air Force
166182439,47.1912199,-66.1592935,,,,en:Sevogle Airport,,Q3914785,,,,,,,,,,,government,,,,,,Sevogle Airport,NRCan-CanVec-10.0,,,,,,New Brunswick Department of Natural Resources
166193383,1.4882468,110.3554881,,,,en:Kuching International Airport,WBGG,Q1305028,,Aéroport International de Kuching,,Kuching International Airport,,KCH,,,27,,,93722,,,Kuching,https://www.malaysiaairports.com.my/index.php/international/kuching-international-airport,Lapangan Terbang Antarabangsa Kuching,,,,+60 82 454242,,,Malaysia Airports Holdings Berhad
166235724,7.6171754,124.0573851,,,,en:Malabang Airport,RPMM,,,,,,,,,,,,,9300,,,Malabang,,Malabang Airport,,,,,,,
166435732,46.5418129,138.3215801,,,,,UHTQ,,,,,,,Аэропорт Светлая,,,,,,,,,,,,,,,,,,
166446358,-25.1558407,-57.5608058,,,,,SGNB,,,,,,,,,,,,,,,,,,,,,,,,,
166493047,56.6911269,12.81609,,,,sv:Halmstads flygplats,ESMT,Q2181363,,,,Halmstad Airport,public,HAD,,,376,,,,,,,,Halmstads Flygplats,wikipedia,,,,,,Halmstads Flygplats AB
166552318,-9.1992194,124.3387556,,,,en:Oecusse Airport,WPOC,Q3536157,,,,,,,,,1,,,,,,,,Aeroporto Internacional de Oe-Cusse Rota do Sândalo,,,,,,,
166567234,24.1498954,115.7569614,,,,zh:兴宁机场,ZGXN,Q10894151,,,,Xingning Airport,,,,military,,,,,,,,,兴宁机场,bing,,,,,,
166589674,-15.9588261,-5.6465242,,,,en:Saint Helena Airport,FHSH,Q269294,,,,,,,,,303,,,,,,,https://www.sainthelenaaccess.com/,Saint Helena Airport,http://www.flytosthelena.com/wp-content/uploads/2014/06/St-Helena-Air-Services-Information-Memorandum.pdf,,Аэропорт Святой Елены,,,,Saint Helena Airport Ltd
166595880,24.2628759,116.0976912,,,,zh:梅县机场,ZGMX,Q652429,,l'aéroport d'Meixian,,Meizhou Meixian Airport,,,,,,,,,,,,http://www.gdmxairport.com/mxairport/home,梅州梅县机场,,,,,,,
166600640,-30.9807915,26.3078943,,,,,FABD,Q12692059,,,,,,,,,,,,,,,,,Burgersdorp Airport,bing,,,,,,
166754938,47.2071084,-119.3157688,geonames.usgs.gov,Moses Lake Airport,,en:Grant County International Airport,KMWH,Q3913646,,,WA,Grant County International Airport,,,,,360,1533847,public,,,,,,Grant County International Airport,wikipedia,,,,,,Port of Moses Lake
166824125,54.9553279,61.5021407,,,,"ru:Калачёво (аэродром, Челябинская область)",XSCW,Q4209138,,,,Aerodrome «Kalachyovo»,public,,,,243,,,,,,,http://www.chel-avia.ru/doc/view.php?ID=173,Аэродром «Калачёво»,wikipedia,,Аэродром «Калачёво»,,,,Челябинский областной аэроклуб ДОСААФ России
166831050,35.9179845,104.2183646,,,,,,,,,,Xiaguanying Airbase,,,,military,,,,,,airfield,,,夏官营军民合用机场,ourairports.com,,,,,,
166869574,12.2303146,76.6516126,,,,,VOMY,Q1529219,,,,,,MYQ,,,,,,,,,,,Mysore Mandakalli Airport,,,,,,,
166880781,36.6283588,105.003641,,,,,,,,,,,,,,military,,,,,,airfield,,,空军靖远场站,,,,,,,
166923617,51.656334,-0.3269349,,,,en:Elstree Aerodrome,EGTR,Q3913460,,,,,,ETR,,,,,,,,,,,Elstree Aerodrome,,,,,,,
166966900,41.4115765,-3.4483723,,,,,LECA,,,,,,,,,,,,,,,,,,La Nava - Corral de Ayllón Aeropuerto,,,,,,,
167004352,36.0396068,-95.9847889,geonames.usgs.gov,,,en:Tulsa Riverside Airport,KRVS,Q7327421,,,OK,,,KRVS,,,193,1102701,,,,,,,Tulsa Riverside Airport,wikipedia,General Aviation,,,,,Tulsa Airport Authority
167023263,42.3576488,-3.6190241,,,,es:Aeropuerto de Burgos,LEBG,Q695659,107,,,Burgos Airport,,,,,903,,,,,,Burgos,,Aeropuerto de Burgos,ITACyL,,,,,Ctra. Logroño,
167025457,40.4950168,-3.5619325,,,,es:Aeropuerto Adolfo Suárez Madrid-Barajas,LEMD,Q166276,,Aéroport Adolfo Suárez Madrid-Barajas,,Adolfo Suárez Madrid-Barajas Airport,,,,,610,,,,,,,https://www.aena.es/es/adolfo-suarez-madrid-barajas.html,Aeropuerto Adolfo Suárez Madrid-Barajas,,,,,,,Aena
167025510,42.1341897,-3.7316063,,,,,LEJO,,,,,,,,,,,,,,,,,,Aeródromo de Madrigalejo Del Monte,,,,,,,
167025519,41.2032159,-3.5931093,,,,es:Aeródromo de Santo Tomé del Puerto,LETP,Q5659373,,,,,,,,,,,,,,,,,Aeródromo de Santo Tomé del Puerto,,,,,,,
167034058,53.5072485,13.9488572,,,,de:Flugplatz Pasewalk,EDCV,Q1433793,29,,,,,,,,22,,,,,,,,Flugplatz Pasewalk,,,,+49 3973 229308,,Franzfelde,Pasewalker Luftsportclub Die Ueckerfalken
167046965,4.8955626,-1.7749998,,,,en:Takoradi Airport,DGTK,Q2576085,,,,Takoradi Airport,,,,,6.4,,,,,,,,Takoradi Airport,wikipedia,,,,,,
167055954,43.30173,-2.9150933,,,,es:Aeropuerto de Bilbao,LEBB,Q598197,,,,Bilbao Airport,,,,,42,,,,,,,,Bilboko aireportua/Aeropuerto de Bilbao,,,,,,,AENA
167056577,43.4269511,-3.8204982,,Aeropuerto de Santander,,es:Aeropuerto Seve Ballesteros-Santander,LEXJ,Q1432772,,,,Santander Airport,civil,,,,,,,39600,,,Maliaño,,Aeropuerto de Santander-Seve Ballesteros,,,,,,Carretera del Aeropuerto,
167056982,39.0106527,-4.3870114,,,,,LECT,Q5659280,,,,,,,,,,,,,,,,,Aeródromo El Castaño,,,,,,,
167056983,38.7476661,-3.5158978,,,,,LELA,Q5659313,,,,La Calderera Airfield,,,,,,,,,,,,,Aeródromo La Calderera,,,,,,,
167056984,39.5633476,-3.250356,,,,,LEMX,,,,,,,,,,,,,,,,Villa de Don Fadrique,,La Mancha-Toledo Airfield,,,,,,,
167056985,38.7306954,-4.3123125,,Almodóvar del Campo,,,LESE,Q5659365,,,,San Enrique Airfield,,,,,,,,,,,,,Aeródromo San Enrique,,,,,,,
167057786,42.9530531,-3.4740193,,,,,,,,,,,,,,,709,,,,,,,,Base Aérea Las Navas,,,,,,,
167081531,5.6039204,-0.1682918,,Accra Air Force Station,,en:Kotoka International Airport,DGAA,Q177689,,,,Kotoka International Airport,,,,,62,,,,,,,,Kotoka International Airport,,,,,,,Ghana Civil Aviation Authority
167107390,42.0309197,3.179441,,,,,,,27,,,,,,,,,,,17258,,,,https://www.ultraligeros.net/,Aeroclub ULM L'Estartit Costa Brava,,,,+34 972752058,,Camí del Puig de les Llagastes,
167238412,42.6916251,-73.5799832,,,,,,,,,,,,,,,,,,,,,,,Rensselaer County Airport,,,,,,,
167284172,-8.447701,126.9875773,,,,,WPFL,Q11824176,,,,,,,,,,,,,,,,,Aeródromo Abisu,ourairports.com,,,,,,
167301334,51.0823233,23.4376075,,,,,EPCD,,55,,,,,,,,217,,private,22-100,,,Chełm,,Port Lotniczy Chełm-Depułtycze,https://cl.panschelm.edu.pl/;https://www.ais.pansa.pl/vfr/pliki/EP_AD_4_EPCD_en.pdf,,,,,Depułtycze Królewskie,Centrum Lotnicze PANS w Chełmie
167349905,53.5819108,-3.0552544,,,,en:RAF Woodvale,EGOW,Q7275691,,,,,,,,military,11,,,L37 7AD,,airfield,Formby,,RAF Woodvale,wikipedia,,,,,Formby-By-Pass,Royal Air Force
167353969,41.3497964,-89.1502281,,,,en:Illinois Valley Regional Airport,KVYS,Q3084258,,,,,,,,,,427677,,,,,,https://www.peru.il.us/airport,Illinois Valley Regional Airport,Bing,,,,,,
167356692,41.0189881,-89.3856372,,,,en:Marshall County Airport (Illinois),,Q14687843,,,IL,,,,,,168,427423,,,,,,,Marshall County Airport,Bing,,,,,,
167367513,45.2459231,11.4257067,,,PDMON,,,,,,,,,,,,,,,35044,,,Montagnana,,"Aviosuperficie di Montagnana ""Gianlino Baschirotto""",,,,,,,
167419869,13.5842231,123.270657,,,,en:Naga Airport,RPUN,Q1528942,,,,,,,,,,,,,,,Pili,,Naga Airport,Bing,,,,,,
167421680,29.9348249,122.3608832,,,,zh:舟山普陀山机场,ZSZS,Q498954,,Aéroport de Zhoushan Putuoshan,,Zhoushan Putuoshan Airport,,,,,,,,,,,,,舟山普陀山机场,bing,,,,,,舟山市民用航空管理局
167463828,4.7462782,-6.660735,,,,,DISP,Q3497709,,,,,,SPY,,,,,,,,,,,Aéroport de San-Pédro,ourairports.com,,,,,,
167467932,42.0380688,-89.3929464,,Barnett Memorial Airport,,en:Ogle County Airport,,Q2900594,3019,,IL,,,,,,283,427580,,61054,,,,http://oglecountyairport.com,Ogle County Airport,Bing,,,,,Route 64,
167469513,43.5607068,-89.4821297,,,,,,Q7231427,,,WI,,,,,,247,1582151,,,,,,,Portage Municipal Airport,Bing,,,,,,
167518673,49.304808,1.637164,,,,fr:Aérodrome d'Étrépagny,LFFY,Q2875403,,,,,,,,,94,,,,,,,,Aérodrome d'Étrépagny,,,,,,,
167560466,41.5727392,-86.7344662,,,,en:La Porte Municipal Airport (Indiana),KPPO,Q266448,,,IN,,,,,,245,450500,,,,,,,La Porte Municipal Airport,Bing,,,,,,
167582917,48.0688985,-1.7321434,,Aéroport de Rennes - Saint-Jacques,,fr:Aéroport de Rennes,LFRN,Q1432593,,Rennes Aéroport Bretagne,,Rennes Airport Britanny,public,RNS,,,,,private,35091,,,Rennes CEDEX 9,https://www.rennes.aeroport.fr,Rennes Aéroport Bretagne,,,,,,,Vinci
167597064,0.3773853,6.7119238,,,,pt:Aeroporto Internacional de São Tomé,FPST,Q1418267,,Aéroport international de Sao Tomé,,São Tomé International Airport,,,,,10,,,,,,,,Aeroporto Internacional de São Tomé,,,,,,,
167610063,45.4279442,10.3306157,,,BS04,it:Aeroporto di Brescia-Montichiari,LIPO,Q1430989,,,,Brescia Montichiari Airport,,VBS,,,109,,,,,,,,Aeroporto Brescia Montichiari,wikipedia,,,,,,
167698064,51.5845101,20.0987507,,Jednostka Wojskowa 4392,,,EPTM,,,,,,,,,military,174,,,,,airfield,,,Lotnisko Wojskowe Glinnik,ourairports.com,,,,,,
167706946,46.7513763,-71.3942523,,,,,,,,Hydrobase Québec/Lac Saint-Augustin,,Québec/Lac St-Augustin Seaplane Base,,CSN8,,,,,,,,,,,Hydrobase Québec/Lac Saint-Augustin,ourairports.com,,,,,,Aviation Roger Forgues inc.
167714045,38.3592952,109.5927813,,,,zh:榆林榆陽機場,ZLYL,Q8060965,,,,Yulin Yuyang Airport,,,,,,,,,,,,,榆林榆阳机场,,,,,,,
167795157,-19.7567098,63.360894,,Aéroport de Plaine Corail,,en:Sir Gaëtan Duval Airport,FIMR,Q2875887,,,,Sir Gaëtan Duval Airport,,,,,,,,,,,,,Aéroport Sir Gaëtan Duval,,,,,,,Airport of Rodrigues Ltd
167824478,37.8735659,110.0714011,,,,,,,,,,Zhenchuan airbase,,,,military,,,,,,airfield,,,,bing,,,,,,
167862517,43.9560915,81.3305815,,,,en:Yining Airport,ZWYN,,273号,,,Yining Airport,,,,,,,,,,,伊犁州,,伊宁机场 غۇلجا ئايرودرومى,,,,,,机场路,
167880500,2.2025134,31.553908,,,,,,Q21974272,,,,,,,,,,,,,,,,,Bugungu Airstrip,bing,,,,,,
167899638,2.3262624,31.4965841,,,,en:Pakuba Airfield,HUPA,,,,,,,,,,,,,,,,,,Pakuba Airfield,http://www.caa.co.ug/index.php?option=com_content&view=article&id=122&Itemid=71,,,+256 392 775358,,,Civil Aviation Authority of Uganda
167922273,43.1068975,0.6191519,,,,fr:Aérodrome de Saint-Gaudens - Montréjeau,LFIM,Q2875608,,,,,,LFIM,,,,,,,,,,,Aérodrome de Saint-Gaudens-Montréjeau,local_knowledge,,,,,,
167940752,8.9516182,125.4783437,,Butuan Airport,,en:Bancasi Airport,RPME,Q80960,,,,Bancasi Airport,,,,,43,,,8600,,,Butuan City,,Bancasi Airport,,,,,,Butuan-Cagayan de Oro-Iligan Road,Civil Aviation Authority of the Philippines (CAAP)
167986927,43.9142496,2.1107766,,,,fr:Aérodrome d'Albi - Le Séquestre,LFCI,Q2875356,,,,,,,,,172,,,,,,,,Aérodrome Albi Le Séquestre,local_knowledge,,,+33 5 63 54 38 49,,,Syndicat mixte de l’aérodrome d’Albi
167994266,53.3108892,-110.0726386,,,,en:Lloydminster Airport,CYLL,Q1431897,,,,,,,,,,,,,,,,,Lloydminster Airport,ourairports.com,,,,,,
168057996,45.8649554,-84.636808,,,,en:Mackinac Island Airport,KMCD,Q4275729,,,MI,Mackinac Island Airport,public,,,,224,1624019,,,,,,,Mackinac Island Airport,wikipedia,,,+1 906 847 3231,,,Mackinac Island State Park Commission
168118478,53.8876262,28.0397071,,Минск-2,,be:Нацыянальны аэрапорт Мінск,UMMS,Q777855,,,,Minsk International Airport,,UММS,,industrial,204,,,,,,,https://airport.by,Нацыянальны аэрапорт «Мінск»,,,Национальный аэропорт «Минск»,,,,
168133678,52.9644103,49.3805372,,,,,,,,,,,,ЬВВБ,,military,,,,,,airfield,,,Аэродром Безенчук,,,Аэродром Безенчук,,,,
168157706,-22.6410051,-55.8296026,,,,en:Dr. Augusto Roberto Fuster Airport,SGPJ,Q1657937,,,,Dr. Augusto Roberto Fuster International Airport,,,,,571,,,,,,,,Aeropuerto Internacional Dr. Augusto Roberto Fuster,,,,,,,
168214432,49.300658,17.0256523,,,,,LKVY,,,,,,,,,,,,,,,,,,Letiště Vyškov,,,,,,,
168245854,-24.193561,149.8433076,,,,,YBAB,,,,,Baralaba,,,,,,,,,,,,,,Bing,,,,,,
168325659,41.3365931,-84.4286177,,,,en:Defiance Memorial Airport,KDFI,Q1657104,,,OH,,,,,,215,1082647,,,,,,,Defiance Memorial Airport,Bing,,,,,,
168325735,-27.1342497,-52.6568514,,Aeroporto Serafim Enoss Bertaso,,pt:Aeroporto de Chapecó,SBCH,Q1837475,4535,,,Chapeco Airport,,XAP,,,654,,private,89815-290,,,Chapecó,http://chapeco-aero.com.br/,Aeroporto de Chapecó,,,,+55-49-3322-1034,,Acesso Florenal Ribeiro,SPE Concessionária Voe XAP S.A.
168348591,42.4012095,-90.7073601,geonames.usgs.gov,,,en:Dubuque Regional Airport,KDBQ,Q1263279,,,IA,Dubuque Regional Airport,public,,,,325,466785,public,,,,,http://www.flydbq.com/,Dubuque Regional Airport,wikipedia,,,,,,City of Dubuque Airport Dept.
168350038,34.5713704,-114.3567394,geonames.usgs.gov,,,en:Lake Havasu City Airport,KHII,Q6476111,,,AZ,,,,,,228,45384,,,,,,,Lake Havasu City Airport,,,,,,,City of Lake Havasu
168383509,-3.3706737,-57.7245485,,,,en:Maués Airport,SWMW,Q6794105,,,,Maués Airport,,,,,,,,,,,,,Aeroporto Regional de Maués,,,,,,,
168397546,-22.157541,-57.9429988,,,,en:Dr. Juan Plate Airport,SGVM,Q25037282,,,,,,,,,,,,,,,,,Dr Juan Plate Airport,ourairports.com,,,,,,
168484950,38.9523412,-120.3001948,geonames.usgs.gov,,,,,Q49751633,,,CA,,,,,,2115,1654043,,,,,,,Van Vleck Tells Peak Airport,,,,,,,
168511522,-22.0811263,-56.5388416,,,,pt:Aeroporto de Bela Vista,SSBV,Q12691858,,,,,,,,,,,,,,,,,Aeroporto Municipal de Bela Vista,,"A wikipedia fala em um ICAO que não existe no ROTAER; deixando sem a tag icao, portanto",,,,,
168515978,52.4516948,20.6506126,,Lotnisko Modlin,,pl:Port lotniczy Warszawa-Modlin,EPMO,Q1401995,,,,Warsaw-Modlin Airport,,,,,,,,,,,,https://modlinairport.pl/,Port Lotniczy Warszawa-Modlin,,,Аэропорт Варшава-Модлин,,,,Mazowiecki Port Lotniczy Warszawa-Modlin Sp. z o.o.
