airport,minName,minEle,minRunway,minICAO,minIATA,minWebsite,minOSM,LAT,LON
http://www.wikidata.org/entity/Q6588299,Trona Airport,1718,17/35,,TRH,,,-117.327,35.8125
http://www.wikidata.org/entity/Q6588308,Trujillo Airport,1,,MHTJ,TJI,,,-85.938308333,15.926291666
http://www.wikidata.org/entity/Q6588311,Truckee Tahoe Airport,1799,02/20,KTRK,TKF,http://www.truckeetahoeairport.com/,,-120.139444444,39.32
http://www.wikidata.org/entity/Q6588319,Treasure Cay Airport,5,,MYAT,TCB,,,-77.399603,26.750345
http://www.wikidata.org/entity/Q6588328,Tri-State Airport,252,12/30,KHTS,HTS,http://www.tristateairport.com/,,-82.5586,38.3669
http://www.wikidata.org/entity/Q6588332,Tri-State Steuben County Airport,995,05/23,KANQ,ANQ,,,-85.0836,41.6397
http://www.wikidata.org/entity/Q6588336,Tri-City Airport (Kansas),900,17/35,KPPF,PPF,,,-95.506111111,37.330833333
http://www.wikidata.org/entity/Q6588341,Tri-Cities Airport (New York),833,3/21,KCZG,,,,-76.0964,42.0786
http://www.wikidata.org/entity/Q6588347,Tri-County Airport (Florida),85,01/19,,,,,-85.6014,30.8458
http://www.wikidata.org/entity/Q6588352,Tri-County Airport,66,01/19,KASJ,,,,-77.1708,36.2975
http://www.wikidata.org/entity/Q10844895,Estrella Sailport,388,06C/24C,,,http://www.azsoaring.com/,,-112.161,33.0853
http://www.wikidata.org/entity/Q10844975,Smith Mountain Ranch Airport,3710,11/29,,,,,-117.669722222,45.6507
http://www.wikidata.org/entity/Q10844986,Smith Mountain Lake Airport,892,5/23,,,,,-80.6785,37.1373
http://www.wikidata.org/entity/Q10845053,Spanish Springs Airport,4600,17/35,,,,,-119.723333333,39.666388888
http://www.wikidata.org/entity/Q10845078,Sky Park Airport,323,01/19,,,,,-73.835833333,41.984722222
http://www.wikidata.org/entity/Q10845087,Sky King Airport,496,18/36,,,,,-87.3772,39.5478
http://www.wikidata.org/entity/Q10845268,Ellington Airport,253,01/19,,,http://www.ellingtonairport.com,,-72.4572,41.9256
http://www.wikidata.org/entity/Q10845400,Ouanaminthe Airport,124,,,,,,-71.72861111,19.53722222
http://www.wikidata.org/entity/Q10845575,Umpleby Ranch Airport,3412,08/26,,,,,-118.15,43.096805555
http://www.wikidata.org/entity/Q10845607,Owyhee Airport,5377,05/23,,,,,-116.1875,41.953333333
http://www.wikidata.org/entity/Q10845636,Ukunda Airport,30,,HKUK,UKA,,,39.571388888,-4.296944444
http://www.wikidata.org/entity/Q10845718,Owyhee Reservoir State Airport,2680,13/31,,,,,-117.345438888,43.424881388
http://www.wikidata.org/entity/Q10845754,Newport State Airport (Vermont),930,18/36,KEFK,EFK,,,-72.2292,44.8889
http://www.wikidata.org/entity/Q10846354,Belleville Aerodrome,320,,,,,,-77.3094,44.1922
http://www.wikidata.org/entity/Q3913592,Killarney Municipal Airport,1680,,,,,,-99.690277777,49.151666666
http://www.wikidata.org/entity/Q3913596,Lindsay Airport,895,,,,http://www.klma.ca,,-78.7839,44.3647
http://www.wikidata.org/entity/Q3913600,La Grande-4 Airport,1005,,CYAH,YAH,,,-73.675277777,53.754722222
http://www.wikidata.org/entity/Q3913601,Stanley Airport,95,,CCW4,,,,-63.9206,45.1006
http://www.wikidata.org/entity/Q3913606,Port Simpson Water Aerodrome,0,,,YPI,,,-130.43333333,54.56666667
http://www.wikidata.org/entity/Q3913610,Grand Bend Airport,642,,,,,,-81.7142,43.2869
http://www.wikidata.org/entity/Q3913611,Kyle Airport,2175,,,,,,-108.07,50.8333
http://www.wikidata.org/entity/Q3913619,Stirling Aerodrome,625,,,,,,-77.561666666,44.241388888
http://www.wikidata.org/entity/Q3913621,Goodwood Racecourse Heliport,510,,EGKG,,,,-0.739722222,50.900555555
http://www.wikidata.org/entity/Q3913622,Saint-Hyacinthe Aerodrome,118,,,,,,-73.015118,45.606519
http://www.wikidata.org/entity/Q3913624,Goodsoil Airport,1750,,CKF4,,,,-109.233,54.4167
http://www.wikidata.org/entity/Q3913625,Fox Lake Airport,850,,CEC3,,,,-114.543,58.4733
http://www.wikidata.org/entity/Q3913628,Greensboro Municipal Airport,55,18/36,K7A0,,,,-87.6622,32.6814
http://www.wikidata.org/entity/Q3913636,Bria Airport,583,,FEFR,BIV,,,21.99,6.526667
http://www.wikidata.org/entity/Q7399709,Sahnewal Airport,254,,VILD,LUH,http://aai.aero/allAirports/ludhiana.jsp,,75.9525,30.854722222
http://www.wikidata.org/entity/Q7399853,Saibai Island Airport,3,,YSII,SBR,,,142.625,-9.378333333
http://www.wikidata.org/entity/Q7399981,Saidor Airport,23,,AYSD,SDI,,,146.465080555,-5.628588888
http://www.wikidata.org/entity/Q7400548,Saint-André-Avellin Aerodrome,550,,,,,,-75.072222222,45.741111111
http://www.wikidata.org/entity/Q7400605,Saint-Esprit Aerodrome,192,,,,,,-73.6725,45.9114
http://www.wikidata.org/entity/Q7400749,Saint-Michel-de-Napierville Aerodrome,206,,,,,,-73.575833333,45.213611111
http://www.wikidata.org/entity/Q7400988,Saint Arnaud Airport,195,,YSTA,,,,143.185833,-36.636667
http://www.wikidata.org/entity/Q7403599,Salamo Airport,15,,,SAM,,,150.78916667,-9.67133333
http://www.wikidata.org/entity/Q7404035,Salem Airpark,1162,10L/28R,,,http://www.salemairpark.com/,,-80.8622,40.9481
http://www.wikidata.org/entity/Q7404630,Salina-Gunnison Airport,5159,2/20,,SBO,,,-111.838333333,39.029166666
http://www.wikidata.org/entity/Q7404634,Salina Regional Airport,1288,04/22,KSLN,SLN,,,-97.652222222,38.790555555
http://www.wikidata.org/entity/Q7404639,Salina Cruz Airport,23,,MMSZ,SCX,,,-95.201388888,16.2125
http://www.wikidata.org/entity/Q7404650,Salinas Municipal Airport,26,08/26,KSNS,SNS,,,-121.606388888,36.662777777
http://www.wikidata.org/entity/Q12693670,Loutete Airport,,,FCBT,,,,13.866667,-4.283333
http://www.wikidata.org/entity/Q12693673,Luanshya Airport,1250,,FLLA,,,,28.425,-13.14166667
http://www.wikidata.org/entity/Q12693674,Lubao Airport,2625,,FZWS,,,,25.733333,-5.3
http://www.wikidata.org/entity/Q12693676,Lubudi Airport,4541,,FZQU,,,,26.0,-9.933333
http://www.wikidata.org/entity/Q12693677,Lubero Airport,5906,,FZNF,,,,29.25,-0.133333
http://www.wikidata.org/entity/Q12693678,Lucelia Airport,450,8/26,SDLC,,,,-51.01833,-21.74944
http://www.wikidata.org/entity/Q12693680,Luepa Airport,,,SVPP,,,,-61.440357,5.791412
http://www.wikidata.org/entity/Q12693684,Luena Airport,2349,,FZTL,,,,25.75,-9.466667
http://www.wikidata.org/entity/Q12693686,Luis Eduardo Magalhaes Airport,775,10/28,SSQZ,,,,-45.895,-12.10639
http://www.wikidata.org/entity/Q12693688,Luishi Airport,5576,,FZQW,,,,27.771138,-5.732538
http://www.wikidata.org/entity/Q12693689,Luiza Airport,2890,,FZUG,LZA,,,22.4,-7.183333
http://www.wikidata.org/entity/Q12693690,Lukuzi Airport,,,FLKZ,,,,32.066667,-12.816667
http://www.wikidata.org/entity/Q12693691,Lundazi Airport,,,FLLD,,,,33.191667,-12.275
http://www.wikidata.org/entity/Q12693694,Lungtang Airport,,,RCDI,,,,121.236667,24.853333
http://www.wikidata.org/entity/Q12693695,Luniemu Airport,3272,,FZJN,,,,24.733333,-8.2
http://www.wikidata.org/entity/Q12693696,Lunkuni Airport,1536,,FZCN,,,,17.58,-4.137778
http://www.wikidata.org/entity/Q12693697,Luozi Airport,722,,FZAL,,,,14.133333,-4.95
http://www.wikidata.org/entity/Q6588431,Taft Airport,875,7/25,,,,,-119.441111111,35.141111111
http://www.wikidata.org/entity/Q6588435,Oran Tafraoui Airport,112,,DAOL,TAF,,,-0.533894444,35.541069444
http://www.wikidata.org/entity/Q6588442,Tela Airport,7,,MHTE,TEA,,,-87.475833333,15.775833333
http://www.wikidata.org/entity/Q6588452,Telergma Airport,757,,DAAM,,,,6.36425,36.108694444
http://www.wikidata.org/entity/Q6588459,Temple Bar Airport,1549,18/36,,,,,-114.335,36.020555555
http://www.wikidata.org/entity/Q6588490,Thangool Airport,196,,YTNG,THG,,,150.578888888,-24.493888888
http://www.wikidata.org/entity/Q6588498,Tnte. Gral. Gerardo Pérez Pinedo Airport,751,,SPAY,AYX,,,-73.767896,-10.730902
http://www.wikidata.org/entity/Q6588504,Tehuacán Airport,1679,,MMHC,TCN,https://www.aeropuertosasa.mx/aeropuerto_de_tehuacan.php,,-97.419722222,18.496944444
http://www.wikidata.org/entity/Q6588509,Tew-Mac Airport,,,,,,,-71.2044,42.5922
http://www.wikidata.org/entity/Q12691444,Agoncillo Airport,,,LELO,,,,-2.320833,42.454167
http://www.wikidata.org/entity/Q12691471,Al Hamra Aux Airport,,,OMAH,,,,52.463643,24.073982
http://www.wikidata.org/entity/Q4697561,Aiome Airport,350,,AYAO,AIE,,,144.73194444,-5.14222222
http://www.wikidata.org/entity/Q4697862,Air Estates Airport,800,,,,,,-88.094444444,42.280578333
http://www.wikidata.org/entity/Q4698135,Air Park-Dallas Airport,695,16/34,,,,,-96.836944444,33.023333333
http://www.wikidata.org/entity/Q4698698,Airglades Airport,6,13/31,,,,,-81.051111111,26.735
http://www.wikidata.org/entity/Q4698730,Airlake Airport,960,12/30,KLVN,,,,-93.228055555,44.627777777
http://www.wikidata.org/entity/Q4698843,Airok Airport,1,,,AIC,,,168.825555555,7.279166666
http://www.wikidata.org/entity/Q4698855,Airpark East Airport,510,13/31,,,,,-96.352222222,32.813888888
http://www.wikidata.org/entity/Q4699284,Aitape Airport,3,,AYAI,ATP,,,142.345833333,-3.144166666
http://www.wikidata.org/entity/Q4699331,Aitkin Municipal Airport,1205,08/26,KAIT,,,,-93.676666666,46.548333333
http://www.wikidata.org/entity/Q4699354,Aitutaki Airport,4,,NCAI,AIT,http://www.cookislandsairports.com/,,-159.764166666,-18.830833333
http://www.wikidata.org/entity/Q4699409,Aiyura Airport,5100,,AYAY,AYU,,,145.903888888,-6.337777777
http://www.wikidata.org/entity/Q4699554,Ajaokuta Airstrip,620,,NG0027,,,,6.46111111,7.45722222
http://www.wikidata.org/entity/Q4699591,Ajax Airport,2165,,,,,,-120.467777777,45.383183333
http://www.wikidata.org/entity/Q3915171,Fillmore Airport,2000,,,,,,-103.445,49.8689
http://www.wikidata.org/entity/Q3915174,La Sarre Airport,1048,,,SSQ,,,-79.179166666,48.916666666
http://www.wikidata.org/entity/Q3915178,Ferland Airport,2550,,,,,,-106.932,49.445
http://www.wikidata.org/entity/Q3915180,Quill Lake Airport,1750,,,,,,-104.267,52.0667
http://www.wikidata.org/entity/Q3915182,Sudbury/Coniston Airport,886,,,,,,-80.8339,46.4822
http://www.wikidata.org/entity/Q3915185,Thunder Bay Water Aerodrome,601,,,,,,-89.166666666,48.45
http://www.wikidata.org/entity/Q3915220,Kemess Creek Airport,4191,,,,,,-126.741,56.9744
http://www.wikidata.org/entity/Q3915223,Edenvale Airport,718,08/26,,,http://www.edenflight.com/,,-79.9653,44.4389
http://www.wikidata.org/entity/Q3915224,Watson Lake Water Aerodrome,2232,,,,,,-128.783,60.1167
http://www.wikidata.org/entity/Q3915228,Fort Hope Airport,899,09/27,CYFH,YFH,,,-87.9078,51.5619
http://www.wikidata.org/entity/Q3915231,Amos/Magny Airport,1069,14/32,CYEY,YEY,https://amos.quebec/affaires-et-economie/aeroport-magny,,-78.249166666,48.565
http://www.wikidata.org/entity/Q3915233,Flin Flon/Bakers Narrows Water Aerodrome,965,,,,,,-101.660277777,54.678611111
http://www.wikidata.org/entity/Q3915236,Pelee Island Airport,572,,CYPT,,,,-82.678055555,41.7775
http://www.wikidata.org/entity/Q3915241,Pelican Narrows Water Aerodrome,1030,,,,,,-102.933,55.1667
http://www.wikidata.org/entity/Q3915244,Salaberry-de-Valleyfield Aerodrome,155,,,,,,-74.141388888,45.208333333
http://www.wikidata.org/entity/Q3915246,Unity Aerodrome,2090,,,,,,-109.185,52.4458
http://www.wikidata.org/entity/Q3915251,Sandy Lake Water Aerodrome,901,,,,,,-93.333333333,53.05
http://www.wikidata.org/entity/Q3915252,Leaf Rapids Airport,959,,CYLR,YLR,,,-99.985277777,56.513333333
http://www.wikidata.org/entity/Q7390735,SLAF Katukurunda,3,,VCCN,KTY,,408503714,79.977538888,6.552125
http://www.wikidata.org/entity/Q7390739,SLAF Vavuniya,91,,VCCV,,,,80.4955,8.7404
http://www.wikidata.org/entity/Q7390742,SLAF Palaly,10,,VCCJ,JAF,,,80.070088888,9.792330555
http://www.wikidata.org/entity/Q7395876,Sabana de la Mar Airport,3,,MDSB,SNX,,,-69.3852,19.0619
http://www.wikidata.org/entity/Q7396251,Sable Island Aerodrome,4,,,YSA,,,-59.9597,43.9294
http://www.wikidata.org/entity/Q7396800,Sack-O-Grande Acroport,50,,,,,,-95.826666666,29.912777777
http://www.wikidata.org/entity/Q7396985,Sacramento Executive Airport,7,02/20,KSAC,SAC,,,-121.493333333,38.5125
http://www.wikidata.org/entity/Q7396997,Sacramento Mather Airport,30,04L/22R,KMHR,MHR,,,-121.2975,38.553888888
http://www.wikidata.org/entity/Q7399009,Sagar Airport,1709,,VA1J,,,,78.8557,23.754
http://www.wikidata.org/entity/Q7399144,Sage Ranch Airport,966,14/32,,,,,-121.391111111,44.233166666
http://www.wikidata.org/entity/Q7399266,Saginaw County H.W. Browne Airport,601,09/27,KHYX,,http://www.khyx.org/,,-83.8623,43.4334
http://www.wikidata.org/entity/Q7399320,Saglek Airport,269,,CYSV,YSV,,,-62.65416667,58.47444444
http://www.wikidata.org/entity/Q10853756,Jerry Tyler Memorial Airport,750,04/22,,NLE,http://www.ci.niles.mi.us/deptsandservices/DPW/JerryTylerMemorialAirport.htm,,-86.2259,41.8407
http://www.wikidata.org/entity/Q10853767,York Airport,495,17/35,KTHV,THV,http://www.yorkairport.info,,-76.8731,39.9169
http://www.wikidata.org/entity/Q10853769,Jurien Bay Airport,10,,YJNB,JUR,,,115.055,-30.3033
http://www.wikidata.org/entity/Q10853772,Yucca Airstrip,3919,01/19,KUCC,UCC,,,-116.037777777,36.945786111
http://www.wikidata.org/entity/Q10853774,Yichun Mingyueshan Airport,131,,ZSYC,YIC,,,114.308055555,27.803333333
http://www.wikidata.org/entity/Q10858093,Eagle Airpark,485,17/35,,,,,-114.616,34.8881
http://www.wikidata.org/entity/Q10858095,Ledgedale Airpark,665,10/28,,,,,-77.9155,43.1812
http://www.wikidata.org/entity/Q10858096,Nevada County Air Park,3154,7/25,KGOO,,http://www.mynevadacounty.com/nc/airports/Pages/Home.aspx,,-121.003055555,39.223888888
http://www.wikidata.org/entity/Q10858364,New Century AirCenter,1087,18/36,KIXD,JCI,https://www.jocogov.org/dept/airport-commission/aircenter,,-94.890277777,38.830833333
http://www.wikidata.org/entity/Q10860234,Southampton Heliport,5,,,,,,-72.466363888,40.846236111
http://www.wikidata.org/entity/Q10860393,Halwara Air Force Station,241.5,,VIHX,,,,75.62972222,30.74861111
http://www.wikidata.org/entity/Q10860404,Northrepps Aerodrome,190,,,,http://www.northreppsaerodrome.co.uk/,,1.319444444,52.892777777
http://www.wikidata.org/entity/Q10877536,Ninglang Luguhu Airport,3293,,ZPNL,NLH,,,100.75738889,27.54380556
http://www.wikidata.org/entity/Q10902403,Beijing Liangxiang Airport,,,ZBLX,,,,116.12609444,39.75664444
http://www.wikidata.org/entity/Q6588099,Takaka Aerodrome,97,,NZTK,KTF,,,172.775278,-40.813333
http://www.wikidata.org/entity/Q6588108,Toksan Airport,64,,,,,,127.612305555,39.997083333
http://www.wikidata.org/entity/Q6588119,Takla Narrows Aerodrome,2380,,,,,,-125.704,55.1644
http://www.wikidata.org/entity/Q6588126,Tacoma Narrows Airport,294,17/35,KTIW,TIW,http://www.co.pierce.wa.us/pc/abtus/ourorg/pwu/airport/tiw/tiw.htm,,-122.578055555,47.268055555
http://www.wikidata.org/entity/Q6588132,Tugdan Airport,3,,RPVU,TBH,,,122.077777,12.309865
http://www.wikidata.org/entity/Q6588145,Taiping Airport,40,,WMBI,TPG,,,100.715277777,4.866388888
http://www.wikidata.org/entity/Q6588153,Taechon Airport,36,,,,,,125.489333333,39.9035
http://www.wikidata.org/entity/Q6588157,Taechon Northwest Airport,89,,,,,,125.365444444,39.993444444
http://www.wikidata.org/entity/Q6588179,Tallahassee Commercial Airport,47,,,,,,-84.373888888,30.547222222
http://www.wikidata.org/entity/Q4735785,Alsek River Airport,9,07/25,,,,,-138.451,59.1992
http://www.wikidata.org/entity/Q4737044,Altus/Quartz Mountain Regional Airport,1433,17/35,KAXS,AXS,http://www.altusairport.com/,,-99.3383,34.6989
http://www.wikidata.org/entity/Q4737322,Alula Aba Nega Airport,2257,,HAMK,MQX,,,39.533333333,13.467222222
http://www.wikidata.org/entity/Q4737343,Alum Rock Airport,,,,,,,-121.837,37.3652
http://www.wikidata.org/entity/Q4737627,Alva Regional Airport,1474,17/35,KAVK,,http://www.alvaok.org/ara.htm,,-98.6703,36.7736
http://www.wikidata.org/entity/Q4738919,Am Dam Airport,452,,,,,,20.4973,12.7335
http://www.wikidata.org/entity/Q4738961,Am Timan Airport,433,,FTTN,AMC,,,20.274,11.034
http://www.wikidata.org/entity/Q4740626,Amatopo Airstrip,,,SMAM,,,,-57.63,3.55
http://www.wikidata.org/entity/Q4740960,Ambala Air Force Station,275.2,,VIAM,,,,76.817777777,30.370555555
http://www.wikidata.org/entity/Q4740961,Ambalabe Airport,28,,FMNW,WAI,,,46.953,-15.7741
http://www.wikidata.org/entity/Q4741169,Ambatondrazaka Airport,766,,FMMZ,WAM,,,48.433333,-17.8
http://www.wikidata.org/entity/Q7414293,San Ignacio Downtown Airstrip,570,,,,,,-112.884444444,27.291666666
http://www.wikidata.org/entity/Q7414643,San Juan de la Maguana Airport,434,,MDSJ,SJM,,,-71.233330555,18.833330555
http://www.wikidata.org/entity/Q7414659,San Julián Air Base,25,,MUSJ,SNJ,,,-84.152222,22.095278
http://www.wikidata.org/entity/Q7414718,San Lucas Military Airstrip,3,,,,,,-112.2153,27.190136111
http://www.wikidata.org/entity/Q7414748,San Luis Obispo County Regional Airport,64.5,07/25,KSBP,SBP,https://www.sloairport.com/,,-120.641944444,35.236944444
http://www.wikidata.org/entity/Q7414773,San Luis Valley Regional Airport,2298,02/20,KALS,ALS,http://www.alamosacounty.org/departments/airport-main,,-105.866388888,37.435
http://www.wikidata.org/entity/Q7414816,San Marcos Municipal Airport,182,08/26,KHYI,,,,-97.863055555,29.892777777
http://www.wikidata.org/entity/Q7415027,San Nicolás de Bari Airport,19,,MUNB,QSN,,,-81.92083333,22.75638889
http://www.wikidata.org/entity/Q7415281,San Salvador Airport,7,,MYSM,ZSA,,,-74.52365,24.063128
http://www.wikidata.org/entity/Q6343813,Kabale Airport,5850,,HUKB,,,,29.96,-1.22333333
http://www.wikidata.org/entity/Q6343826,Kabalega Falls Airport,721,,HUKF,KBG,,,31.4978,2.32639
http://www.wikidata.org/entity/Q6343859,Kabankalan City Domestic Airport,35,,,,,,122.833144444,10.009422222
http://www.wikidata.org/entity/Q6346911,Kahemba Airport,1044,16/34,FZCF,,,,18.988888888,-7.340277777
http://www.wikidata.org/entity/Q6346952,Kahili Airfield,,,,,,,155.78,-6.973
http://www.wikidata.org/entity/Q6347095,Kahntah Aerodrome,1568,,,,,,-120.909,58.0417
http://www.wikidata.org/entity/Q6347650,Kaifeng Air Base,,,,,,,114.33916667,34.75444444
http://www.wikidata.org/entity/Q6347817,Kaikohe Aerodrome,,,NZKO,KKO,,,173.81671389,-35.45283889
http://www.wikidata.org/entity/Q6347836,Kaikoura Aerodrome,6,,NZKI,KBZ,,,173.602222222,-42.425
http://www.wikidata.org/entity/Q6347937,Kailashahar Airport,24,,VEKR,IXH,,,92.007222222,24.308055555
http://www.wikidata.org/entity/Q6347960,Kaili Huangping Airport,,,ZUKJ,KJH,,,107.98055556,26.97416667
http://www.wikidata.org/entity/Q6348587,Kaitaia Airport,82,,NZKT,KAT,,,173.285277777,-35.07
http://www.wikidata.org/entity/Q7968865,Warburton Airport,461,,YWBR,,,,126.583,-26.1283
http://www.wikidata.org/entity/Q7969685,Warner's Airport,325,17/35,,,,,-122.424166666,45.325
http://www.wikidata.org/entity/Q7969913,Warraber Island Airport,6,,YWBS,SYU,,,142.823333333,-10.206666666
http://www.wikidata.org/entity/Q7969917,Warracknabeal Airport,118,,YWKB,WKB,,,142.419444444,-36.321111111
http://www.wikidata.org/entity/Q7969999,Warren-Sugarbush Airport,448,04/22,,,,,-72.8271,44.1167
http://www.wikidata.org/entity/Q7970017,Warren Airport,200,,YWRN,QRR,,,147.8011111,-31.731666666
http://www.wikidata.org/entity/Q7970137,Warren County Memorial Airport,315,05/23,KRNC,RNC,http://www.warrencountymemorialairport.com/,,-85.8439,35.6986
http://www.wikidata.org/entity/Q7970669,Warrenton-Fauquier Airport,102,15/33,KHWY,,,,-77.7106,38.5864
http://www.wikidata.org/entity/Q7970685,Warri City Airport,114,,DNSU,QRW,,,5.819444444,5.597222222
http://www.wikidata.org/entity/Q7970843,Warrnambool Airport,73,,YWBL,WMB,,,142.446666666,-38.295277777
http://www.wikidata.org/entity/Q7970906,Warsaw Municipal Airport,259,09/27,KASW,,,,-85.84,41.2747
http://www.wikidata.org/entity/Q7971103,Warwick Airport,460,,YWCK,WAZ,,,151.943055,-28.149445
http://www.wikidata.org/entity/Q6587985,Tom Price Airport,701,09/27,YTMP,TPR,,,117.868888888,-22.746111111
http://www.wikidata.org/entity/Q6587993,Tamarack Springs Ranch Airport,3445,05/23,,,,,-117.47185,45.501258333
http://www.wikidata.org/entity/Q6588001,Tambao Airport,260,,DFEM,TMQ,,,0.041111111,14.790833333
http://www.wikidata.org/entity/Q6588039,Thompson-Robbins Airport,74,08/26,KHEE,HEE,,,-90.6758,34.5764
http://www.wikidata.org/entity/Q6588044,Tamchakett Airport,189,,GQNT,THT,,,-10.817,17.233
http://www.wikidata.org/entity/Q6588049,Tanacross Airport,472,06/24,,TSG,,,-143.336,63.3744
http://www.wikidata.org/entity/Q6588056,Thunder Bay/Eldorado Aerodrome,700,,,,,,-88.816666666,48.572222222
http://www.wikidata.org/entity/Q6588061,Tanner-Hiller Airport,584,06/24,K8B5,,,,-72.130083333,42.356388888
http://www.wikidata.org/entity/Q6588067,Tau Airport,56,18/36,,TAV,,,-169.511111111,-14.229166666
http://www.wikidata.org/entity/Q6588073,Toutant Airport,770,17/35,,,,,-72.0542,41.9556
http://www.wikidata.org/entity/Q6588088,Tapuruquara Airport,68,9/27,SWTP,IRZ,,,-65.03389,-0.41694
http://www.wikidata.org/entity/Q12009547,Bøverbru Airport,405,18/36,,,,,10.677222,60.637778
http://www.wikidata.org/entity/Q12016117,Abadeh Airport,1949,,OISA,,,,52.78972222,31.03166667
http://www.wikidata.org/entity/Q12016371,Peterson Field,526,18/36,,,,,-84.3725,32.088661666
http://www.wikidata.org/entity/Q12033113,Frýdlant Airport,439,08/26,LKFR,,https://www.akfrydlant.cz/,,18.379166666,49.589444444
http://www.wikidata.org/entity/Q12033114,Kyjov Airport,209,15/33,LKKY,,https://www.letistekyjov.cz/,,17.1286,48.9822
http://www.wikidata.org/entity/Q12033115,Jihlava Airport,555,10/28,LKJI,,https://www.akji.cz/,,15.6353,49.4194
http://www.wikidata.org/entity/Q12033118,Medlánky Airport,282,16/34,LKCM,,http://www.akmedlanky.cz/,,16.556,49.237
http://www.wikidata.org/entity/Q12033119,Zlín Airport,184,17L/35R,LKZL,,https://www.zlinaircraft.eu/,,17.5178,49.1983
http://www.wikidata.org/entity/Q12033120,Sazená Airport,233,33L/15R,LKSZ,,https://www.akkralupy.cz/,,14.2589,50.3247
http://www.wikidata.org/entity/Q12033122,Soběslav Airport,407,08/26,LKSO,,http://www.lkso.cz,,14.713611111,49.246666666
http://www.wikidata.org/entity/Q12033123,Točná Airport,313,09/27,LKTC,,http://www.tocna.cz/,,14.4253,49.985
http://www.wikidata.org/entity/Q12033124,Tábor Airport,439,11/29,LKTA,,http://aktabor.cz/,,14.708333333,49.391111111
http://www.wikidata.org/entity/Q12033126,Tábor-Všechov Airport,,,LKTV,,,,14.6231,49.4361
http://www.wikidata.org/entity/Q12033127,Černovice Airport,,,LKCL,,,,16.659166666,49.183333333
http://www.wikidata.org/entity/Q12033128,Žamberk Airport,429,13/31,LKZM,,https://www.akzamberk.cz/,,16.4439,50.0839
http://www.wikidata.org/entity/Q12084934,Brovary aerodrome,,,,,,,30.85441667,50.50552778
http://www.wikidata.org/entity/Q12155335,Dojno Polje Airport,,,,,,,20.3975,44.81194444
http://www.wikidata.org/entity/Q12243553,Sakhir Air Base,15,,OBKH,,,,50.52444444,26.03472222
http://www.wikidata.org/entity/Q12269892,Barakoma Airport,14,,AGBA,VEV,,,156.70599,-7.91278
http://www.wikidata.org/entity/Q12269896,Batuna Airport,,,AGBT,BPF,,,158.0,-8.63
http://www.wikidata.org/entity/Q12269898,Geva Airport,,,AGEV,,,,156.597,-7.57583
http://www.wikidata.org/entity/Q12270098,Marau Sound Airport,,,AGGP,PRS,,,161.425,-9.64167
http://www.wikidata.org/entity/Q6361619,Kandrian Airport,91,,AYKC,KDR,,,149.541666666,-6.208333333
http://www.wikidata.org/entity/Q6362665,Kangdong Airport,23,,,,,,126.04038889,39.15822222
http://www.wikidata.org/entity/Q6364347,Kanpur Airport,124,,VIKA,KNU,,,80.4269499,26.3994624
http://www.wikidata.org/entity/Q6365515,Kantishna Airport,480,10/28,,,,,-150.994,63.5417
http://www.wikidata.org/entity/Q6365896,Kanysh-Kiya Airport,1860,,,,,,71.05055556,41.75527778
http://www.wikidata.org/entity/Q6366427,Kapalua Airport,256,02/20,PHJH,JHM,http://hawaii.gov/jhm,,-156.673055555,20.963055555
http://www.wikidata.org/entity/Q6366711,Kapit Airport,65,,WBGP,KPI,,,112.842777777,2.008333333
http://www.wikidata.org/entity/Q6366753,Kapiti Coast Airport,7,11R/29L,NZPP,PPQ,http://www.kapiticoastairport.co.nz/,,174.989166666,-40.904722222
http://www.wikidata.org/entity/Q6367808,Karad Airport,576,,VA1M,,,,74.15805556,17.28583333
http://www.wikidata.org/entity/Q6367975,Karaikal Airport,,,,,,,79.79805556,10.97861111
http://www.wikidata.org/entity/Q12693574,Lee Stocking Island Airport,7,,MYEL,,,,-76.1037,23.7756
http://www.wikidata.org/entity/Q12693576,Legala Airport,,,FCMY,,,,12.833333,-2.216667
http://www.wikidata.org/entity/Q12693582,Leme Airport,617,8/26,SDLL,,,,-47.38222,-22.22694
http://www.wikidata.org/entity/Q12693589,Lencois Paulista Airport,621,8/26,SDLP,,,,-48.77528,-22.57722
http://www.wikidata.org/entity/Q12693603,Letkov Airport,419,08L/26R,LKPL,,https://www.akletkov.cz/,,13.452222,49.723055
http://www.wikidata.org/entity/Q12693605,Letseng Airport,10400,,FXLT,,,,28.855555,-29.008333
http://www.wikidata.org/entity/Q12693609,Libenge Airport,1125,,FZFA,LIE,,,18.633333,3.633333
http://www.wikidata.org/entity/Q12693619,Lifupa Airport,1024,,FWLP,,,,33.15,-13.05
http://www.wikidata.org/entity/Q12693633,Little Darby Island Airport,19,,MYXF,,,,-76.2229,23.8579
http://www.wikidata.org/entity/Q12693639,Llanada Grande Airport,245,,SCLD,,,,-71.9393,-41.8694
http://www.wikidata.org/entity/Q12693643,Logi Kuasa Majuba Airport,,,FAMJ,,,,29.785,-27.083055
http://www.wikidata.org/entity/Q12693649,Lokutu Airport,1214,,FZIZ,,,,23.616667,1.116667
http://www.wikidata.org/entity/Q12693656,Los Andes Airport,,,SVAX,,,,-72.583017,10.000322
